Unique,Name,Value,Category,Silver,Time,Focus,Return
T6_JOURNAL_FISHING_EMPTY,Master Fisherman's Journal (Empty),,,,,,
T6_JOURNAL_FISHING_FULL,Master Fisherman's Journal (Full),,,,,,
T7_JOURNAL_FISHING_EMPTY,Grandmaster Fisherman's Journal (Empty),,,,,,
T7_JOURNAL_FISHING_FULL,Grandmaster Fisherman's Journal (Full),,,,,,
T8_JOURNAL_FISHING_EMPTY,Elder Fisherman's Journal (Empty),,,,,,
T8_JOURNAL_FISHING_FULL,Elder Fisherman's Journal (Full),,,,,,
UNIQUE_HIDEOUT,Hideout Construction Kit,,,,,,
QUESTITEM_TOKEN_AVALON,Avalonian Energy,,,,,,
QUESTITEM_TOKEN_ADC_FRAME,Adventurer Token,,,,,,
T3_MEAL_OMELETTE_AVALON,Avalonian Chicken Omelette,,food,0.0,0.29,63.0,10.0
T5_MEAL_OMELETTE_AVALON,Avalonian Goose Omelette,,food,0.0,0.87,190.0,10.0
T7_MEAL_OMELETTE_AVALON,Avalonian Pork Omelette,,food,0.0,2.61,571.0,10.0
T4_MEAL_STEW_AVALON,Avalonian Goat Stew,,food,0.0,0.327,71.0,10.0
T6_MEAL_STEW_AVALON,Avalonian Mutton Stew,,food,0.0,0.983,215.0,10.0
T8_MEAL_STEW_AVALON,Avalonian Beef Stew,,food,0.0,2.953,646.0,10.0
T4_MEAL_SANDWICH_AVALON,Avalonian Goat Sandwich,,food,0.0,0.32,70.0,10.0
T6_MEAL_SANDWICH_AVALON,Avalonian Mutton Sandwich,,food,0.0,0.96,210.0,10.0
T8_MEAL_SANDWICH_AVALON,Avalonian Beef Sandwich,,food,0.0,2.88,630.0,10.0
T4_ARTEFACT_HEAD_PLATE_AVALON,Artefact Adept's Exalted Visor,,,,,,
T5_ARTEFACT_HEAD_PLATE_AVALON,Artefact Expert's Exalted Visor,,,,,,
T6_ARTEFACT_HEAD_PLATE_AVALON,Artefact Master's Exalted Visor,,,,,,
T7_ARTEFACT_HEAD_PLATE_AVALON,Artefact Grandmaster's Exalted Visor,,,,,,
T8_ARTEFACT_HEAD_PLATE_AVALON,Artefact Elder's Exalted Visor,,,,,,
T4_ARTEFACT_ARMOR_PLATE_AVALON,Artefact Adept's Exalted Plating,,,,,,
T5_ARTEFACT_ARMOR_PLATE_AVALON,Artefact Expert's Exalted Plating,,,,,,
T6_ARTEFACT_ARMOR_PLATE_AVALON,Artefact Master's Exalted Plating,,,,,,
T7_ARTEFACT_ARMOR_PLATE_AVALON,Artefact Grandmaster's Exalted Plating,,,,,,
T8_ARTEFACT_ARMOR_PLATE_AVALON,Artefact Elder's Exalted Plating,,,,,,
T4_ARTEFACT_SHOES_PLATE_AVALON,Artefact Adept's Exalted Greave,,,,,,
T5_ARTEFACT_SHOES_PLATE_AVALON,Artefact Expert's Exalted Greave,,,,,,
T6_ARTEFACT_SHOES_PLATE_AVALON,Artefact Master's Exalted Greave,,,,,,
T7_ARTEFACT_SHOES_PLATE_AVALON,Artefact Grandmaster's Exalted Greave,,,,,,
T8_ARTEFACT_SHOES_PLATE_AVALON,Artefact Elder's Exalted Greave,,,,,,
T4_ARTEFACT_HEAD_LEATHER_AVALON,Artefact Adept's Augured Padding,,,,,,
T5_ARTEFACT_HEAD_LEATHER_AVALON,Artefact Expert's Augured Padding,,,,,,
T6_ARTEFACT_HEAD_LEATHER_AVALON,Artefact Master's Augured Padding,,,,,,
T7_ARTEFACT_HEAD_LEATHER_AVALON,Artefact Grandmaster's Augured Padding,,,,,,
T8_ARTEFACT_HEAD_LEATHER_AVALON,Artefact Elder's Augured Padding,,,,,,
T4_ARTEFACT_ARMOR_LEATHER_AVALON,Artefact Adept's Augured Sash,,,,,,
T5_ARTEFACT_ARMOR_LEATHER_AVALON,Artefact Expert's Augured Sash,,,,,,
T6_ARTEFACT_ARMOR_LEATHER_AVALON,Artefact Master's Augured Sash,,,,,,
T7_ARTEFACT_ARMOR_LEATHER_AVALON,Artefact Grandmaster's Augured Sash,,,,,,
T8_ARTEFACT_ARMOR_LEATHER_AVALON,Artefact Elder's Augured Sash,,,,,,
T4_ARTEFACT_SHOES_LEATHER_AVALON,Artefact Adept's Augured Fasteners,,,,,,
T5_ARTEFACT_SHOES_LEATHER_AVALON,Artefact Expert's Augured Fasteners,,,,,,
T6_ARTEFACT_SHOES_LEATHER_AVALON,Artefact Master's Augured Fasteners,,,,,,
T7_ARTEFACT_SHOES_LEATHER_AVALON,Artefact Grandmaster's Augured Fasteners,,,,,,
T8_ARTEFACT_SHOES_LEATHER_AVALON,Artefact Elder's Augured Fasteners,,,,,,
T4_ARTEFACT_HEAD_CLOTH_AVALON,Artefact Adept's Sanctified Mask,,,,,,
T5_ARTEFACT_HEAD_CLOTH_AVALON,Artefact Expert's Sanctified Mask,,,,,,
T6_ARTEFACT_HEAD_CLOTH_AVALON,Artefact Master's Sanctified Mask,,,,,,
T7_ARTEFACT_HEAD_CLOTH_AVALON,Artefact Grandmaster's Sanctified Mask,,,,,,
T8_ARTEFACT_HEAD_CLOTH_AVALON,Artefact Elder's Sanctified Mask,,,,,,
T4_ARTEFACT_ARMOR_CLOTH_AVALON,Artefact Adept's Sanctified Belt,,,,,,
T5_ARTEFACT_ARMOR_CLOTH_AVALON,Artefact Expert's Sanctified Belt,,,,,,
T6_ARTEFACT_ARMOR_CLOTH_AVALON,Artefact Master's Sanctified Belt,,,,,,
T7_ARTEFACT_ARMOR_CLOTH_AVALON,Artefact Grandmaster's Sanctified Belt,,,,,,
T8_ARTEFACT_ARMOR_CLOTH_AVALON,Artefact Elder's Sanctified Belt,,,,,,
T4_ARTEFACT_SHOES_CLOTH_AVALON,Artefact Adept's Sanctified Bindings,,,,,,
T5_ARTEFACT_SHOES_CLOTH_AVALON,Artefact Expert's Sanctified Bindings,,,,,,
T6_ARTEFACT_SHOES_CLOTH_AVALON,Artefact Master's Sanctified Bindings,,,,,,
T7_ARTEFACT_SHOES_CLOTH_AVALON,Artefact Grandmaster's Sanctified Bindings,,,,,,
T8_ARTEFACT_SHOES_CLOTH_AVALON,Artefact Elder's Sanctified Bindings,,,,,,
T4_SHARD_AVALONIAN,Adept's Avalonian Shard,,,,,,
T5_SHARD_AVALONIAN,Expert's Avalonian Shard,,,,,,
T6_SHARD_AVALONIAN,Master's Avalonian Shard,,,,,,
T7_SHARD_AVALONIAN,Grandmaster's Avalonian Shard,,,,,,
T8_SHARD_AVALONIAN,Elder's Avalonian Shard,,,,,,
T4_2H_TOOL_PICK_AVALON,Adept's Avalonian Pickaxe,,tools,0.0,0.33333,385.0,1.0
T5_2H_TOOL_PICK_AVALON,Expert's Avalonian Pickaxe,,tools,0.0,0.5,712.0,1.0
T6_2H_TOOL_PICK_AVALON,Master's Avalonian Pickaxe,,tools,0.0,0.66667,1280.0,1.0
T7_2H_TOOL_PICK_AVALON,Grandmaster's Avalonian Pickaxe,,tools,0.0,0.83333,2269.0,1.0
T8_2H_TOOL_PICK_AVALON,Elder's Avalonian Pickaxe,,tools,0.0,1.25,3996.0,1.0
T4_2H_TOOL_HAMMER_AVALON,Adept's Avalonian Stone Hammer,,tools,0.0,0.33333,385.0,1.0
T5_2H_TOOL_HAMMER_AVALON,Expert's Avalonian Stone Hammer,,tools,0.0,0.5,712.0,1.0
T6_2H_TOOL_HAMMER_AVALON,Master's Avalonian Stone Hammer,,tools,0.0,0.66667,1280.0,1.0
T7_2H_TOOL_HAMMER_AVALON,Grandmaster's Avalonian Stone Hammer,,tools,0.0,0.83333,2269.0,1.0
T8_2H_TOOL_HAMMER_AVALON,Elder's Avalonian Stone Hammer,,tools,0.0,1.25,3996.0,1.0
T4_2H_TOOL_AXE_AVALON,Adept's Avalonian Axe,,tools,0.0,0.33333,385.0,1.0
T5_2H_TOOL_AXE_AVALON,Expert's Avalonian Axe,,tools,0.0,0.5,712.0,1.0
T6_2H_TOOL_AXE_AVALON,Master's Avalonian Axe,,tools,0.0,0.66667,1280.0,1.0
T7_2H_TOOL_AXE_AVALON,Grandmaster's Avalonian Axe,,tools,0.0,0.83333,2269.0,1.0
T8_2H_TOOL_AXE_AVALON,Elder's Avalonian Axe,,tools,0.0,1.25,3996.0,1.0
T4_2H_TOOL_SICKLE_AVALON,Adept's Avalonian Sickle,,tools,0.0,0.33333,385.0,1.0
T5_2H_TOOL_SICKLE_AVALON,Expert's Avalonian Sickle,,tools,0.0,0.5,712.0,1.0
T6_2H_TOOL_SICKLE_AVALON,Master's Avalonian Sickle,,tools,0.0,0.66667,1280.0,1.0
T7_2H_TOOL_SICKLE_AVALON,Grandmaster's Avalonian Sickle,,tools,0.0,0.83333,2269.0,1.0
T8_2H_TOOL_SICKLE_AVALON,Elder's Avalonian Sickle,,tools,0.0,1.25,3996.0,1.0
T4_2H_TOOL_KNIFE_AVALON,Adept's Avalonian Skinning Knife,,tools,0.0,0.33333,385.0,1.0
T5_2H_TOOL_KNIFE_AVALON,Expert's Avalonian Skinning Knife,,tools,0.0,0.5,712.0,1.0
T6_2H_TOOL_KNIFE_AVALON,Master's Avalonian Skinning Knife,,tools,0.0,0.66667,1280.0,1.0
T7_2H_TOOL_KNIFE_AVALON,Grandmaster's Avalonian Skinning Knife,,tools,0.0,0.83333,2269.0,1.0
T8_2H_TOOL_KNIFE_AVALON,Elder's Avalonian Skinning Knife,,tools,0.0,1.25,3996.0,1.0
T4_2H_TOOL_SIEGEHAMMER_AVALON,Adept's Avalonian Demolition Hammer,,tools,0.0,0.66667,770.0,1.0
T5_2H_TOOL_SIEGEHAMMER_AVALON,Expert's Avalonian Demolition Hammer,,tools,0.0,1.0,1424.0,1.0
T6_2H_TOOL_SIEGEHAMMER_AVALON,Master's Avalonian Demolition Hammer,,tools,0.0,1.33333,2560.0,1.0
T7_2H_TOOL_SIEGEHAMMER_AVALON,Grandmaster's Avalonian Demolition Hammer,,tools,0.0,1.66667,4538.0,1.0
T8_2H_TOOL_SIEGEHAMMER_AVALON,Elder's Avalonian Demolition Hammer,,tools,0.0,2.5,7992.0,1.0
T4_2H_TOOL_FISHINGROD_AVALON,Adept's Avalonian Fishing Rod,,tools,0.0,0.33333,385.0,1.0
T5_2H_TOOL_FISHINGROD_AVALON,Expert's Avalonian Fishing Rod,,tools,0.0,0.5,712.0,1.0
T6_2H_TOOL_FISHINGROD_AVALON,Master's Avalonian Fishing Rod,,tools,0.0,0.66667,1280.0,1.0
T7_2H_TOOL_FISHINGROD_AVALON,Grandmaster's Avalonian Fishing Rod,,tools,0.0,0.83333,2269.0,1.0
T8_2H_TOOL_FISHINGROD_AVALON,Elder's Avalonian Fishing Rod,,tools,0.0,1.25,3996.0,1.0
T7_MOUNT_SWAMPDRAGON_AVALON_BASILISK,Avalonian Basilisk,,,,,,
UNIQUE_MOUNT_GIANTTOAD_02_TELLAFRIEND,Recruiter's Giant Frog,,,,,,
UNIQUE_MOUNT_MORGANA_RAVEN_ADC,Morgana Raven,,,,,,
UNIQUE_MOUNT_GIANT_HORSE_ADC,Giant Horse,,,,,,
UNIQUE_MOUNT_UNDEAD_DIREBOAR_ADC,Spectral Direboar,,,,,,
UNIQUE_MOUNT_ARMORED_EAGLE_CRYSTAL,Crystal Battle Eagle,,,,,,
UNIQUE_MOUNT_ARMORED_EAGLE_GOLD,Gold Battle Eagle,,,,,,
UNIQUE_MOUNT_ARMORED_EAGLE_SILVER,Silver Battle Eagle,,,,,,
UNIQUE_MOUNT_BEETLE_SILVER,Silver Colossus Beetle,,,,,,
UNIQUE_MOUNT_BEETLE_GOLD,Gold Colossus Beetle,,,,,,
UNIQUE_MOUNT_BEETLE_CRYSTAL,Crystal Colossus Beetle,,,,,,
UNIQUE_MOUNT_BEHEMOTH_SILVER,Silver Behemoth,,,,,,
UNIQUE_MOUNT_BEHEMOTH_GOLD,Gold Behemoth,,,,,,
UNIQUE_MOUNT_BEHEMOTH_CRYSTAL,Crystal Behemoth,,,,,,
T3_FURNITUREITEM_ANNIVERSARYBANNER,Anniversary Banner,,,,,,
UNIQUE_FURNITUREITEM_TELLAFRIEND_CHEST_SARCOPHAGUS,Recruiter's Sarcophagus Chest,,,,,,
UNIQUE_FURNITUREITEM_TELLAFRIEND_BANNER_A,Recruiter's Guild Banner,,,,,,
UNIQUE_CONSUMABLE_EVENT_EASTER_2020_EGG,Surprise Egg,,,,,,
UNIQUE_CONSUMABLE_EVENT_EASTER_2020_CHOCOLATE,Chocolate,,,,,,
UNIQUE_FURNITUREITEM_MORGANA_STATUE_A,Morgana Cultist Statue,,,,,,
UNIQUE_FURNITUREITEM_MORGANA_ARCHWAY_A,Morgana Stone Archway,,,,,,
UNIQUE_FURNITUREITEM_MORGANA_CANDLESTAND_A,Morgana Candle Stand,,,,,,
UNIQUE_FURNITUREITEM_MORGANA_CARPET_A,Morgana Carpet,,,,,,
UNIQUE_FURNITUREITEM_KNIGHT_STATUE_A,Knight Statue,,,,,,
UNIQUE_FURNITUREITEM_KNIGHT_CARPET_A,Regal Carpet,,,,,,
UNIQUE_FURNITUREITEM_KNIGHT_THRONE_A,Stone Throne,,,,,,
UNIQUE_FURNITUREITEM_KNIGHT_ROUNDTABLE_A,Round Table,,,,,,
UNIQUE_FURNITUREITEM_ADC_STATUE_MAGE_A,Mage Statue,,,,,,
UNIQUE_FURNITUREITEM_ADC_HEALING_CIRCLE_A,Magic Rune Circle,,,,,,
UNIQUE_FURNITUREITEM_ADC_GLASS_SPHERE_A,Glass Sphere,,,,,,
UNIQUE_FURNITUREITEM_HERETIC_STOVE_A,Heretic Stove,,,,,,
UNIQUE_FURNITUREITEM_HERETIC_BARREL_BURNING_A,Burning Barrel,,,,,,
UNIQUE_FURNITUREITEM_HERETICS_TOOL_BOARD_A,Heretic Toolboard,,,,,,
UNIQUE_FURNITUREITEM_OLD_OUTLAND_CARPET,Outlands Map Carpet,,,,,,
UNIQUE_FURNITUREITEM_SEALED_CAERLEON_REALMGATE,Caerleon Realmgate,,,,,,
UNIQUE_SHOES_RUBBERBANDING,Rubberband Boots,,,,,,
T4_HEAD_PLATE_AVALON,Adept's Helmet of Valor,,plate_helmet,0.0,0.33333,385.0,1.0
T5_HEAD_PLATE_AVALON,Expert's Helmet of Valor,,plate_helmet,0.0,0.5,712.0,1.0
T6_HEAD_PLATE_AVALON,Master's Helmet of Valor,,plate_helmet,0.0,0.66667,1280.0,1.0
T7_HEAD_PLATE_AVALON,Grandmaster's Helmet of Valor,,plate_helmet,0.0,0.83333,2269.0,1.0
T8_HEAD_PLATE_AVALON,Elder's Helmet of Valor,,plate_helmet,0.0,1.25,3996.0,1.0
T4_ARMOR_PLATE_AVALON,Adept's Armor of Valor,,plate_armor,0.0,0.66667,770.0,1.0
T5_ARMOR_PLATE_AVALON,Expert's Armor of Valor,,plate_armor,0.0,1.0,1424.0,1.0
T6_ARMOR_PLATE_AVALON,Master's Armor of Valor,,plate_armor,0.0,1.33333,2560.0,1.0
T7_ARMOR_PLATE_AVALON,Grandmaster's Armor of Valor,,plate_armor,0.0,1.66667,4538.0,1.0
T8_ARMOR_PLATE_AVALON,Elder's Armor of Valor,,plate_armor,0.0,2.5,7992.0,1.0
T4_SHOES_PLATE_AVALON,Adept's Boots of Valor,,plate_shoes,0.0,0.33333,385.0,1.0
T5_SHOES_PLATE_AVALON,Expert's Boots of Valor,,plate_shoes,0.0,0.5,712.0,1.0
T6_SHOES_PLATE_AVALON,Master's Boots of Valor,,plate_shoes,0.0,0.66667,1280.0,1.0
T7_SHOES_PLATE_AVALON,Grandmaster's Boots of Valor,,plate_shoes,0.0,0.83333,2269.0,1.0
T8_SHOES_PLATE_AVALON,Elder's Boots of Valor,,plate_shoes,0.0,1.25,3996.0,1.0
T4_HEAD_LEATHER_AVALON,Adept's Hood of Tenacity,,leather_helmet,0.0,0.33333,385.0,1.0
T5_HEAD_LEATHER_AVALON,Expert's Hood of Tenacity,,leather_helmet,0.0,0.5,712.0,1.0
T6_HEAD_LEATHER_AVALON,Master's Hood of Tenacity,,leather_helmet,0.0,0.66667,1280.0,1.0
T7_HEAD_LEATHER_AVALON,Grandmaster's Hood of Tenacity,,leather_helmet,0.0,0.83333,2269.0,1.0
T8_HEAD_LEATHER_AVALON,Elder's Hood of Tenacity,,leather_helmet,0.0,1.25,3996.0,1.0
T4_ARMOR_LEATHER_AVALON,Adept's Jacket of Tenacity,,leather_armor,0.0,0.66667,770.0,1.0
T5_ARMOR_LEATHER_AVALON,Expert's Jacket of Tenacity,,leather_armor,0.0,1.0,1424.0,1.0
T6_ARMOR_LEATHER_AVALON,Master's Jacket of Tenacity,,leather_armor,0.0,1.33333,2560.0,1.0
T7_ARMOR_LEATHER_AVALON,Grandmaster's Jacket of Tenacity,,leather_armor,0.0,1.66667,4538.0,1.0
T8_ARMOR_LEATHER_AVALON,Elder's Jacket of Tenacity,,leather_armor,0.0,2.5,7992.0,1.0
T4_SHOES_LEATHER_AVALON,Adept's Shoes of Tenacity,,leather_shoes,0.0,0.33333,385.0,1.0
T5_SHOES_LEATHER_AVALON,Expert's Shoes of Tenacity,,leather_shoes,0.0,0.5,712.0,1.0
T6_SHOES_LEATHER_AVALON,Master's Shoes of Tenacity,,leather_shoes,0.0,0.66667,1280.0,1.0
T7_SHOES_LEATHER_AVALON,Grandmaster's Shoes of Tenacity,,leather_shoes,0.0,0.83333,2269.0,1.0
T8_SHOES_LEATHER_AVALON,Elder's Shoes of Tenacity,,leather_shoes,0.0,1.25,3996.0,1.0
T4_HEAD_CLOTH_AVALON,Adept's Cowl of Purity,,cloth_helmet,0.0,0.33333,385.0,1.0
T5_HEAD_CLOTH_AVALON,Expert's Cowl of Purity,,cloth_helmet,0.0,0.5,712.0,1.0
T6_HEAD_CLOTH_AVALON,Master's Cowl of Purity,,cloth_helmet,0.0,0.66667,1280.0,1.0
T7_HEAD_CLOTH_AVALON,Grandmaster's Cowl of Purity,,cloth_helmet,0.0,0.83333,2269.0,1.0
T8_HEAD_CLOTH_AVALON,Elder's Cowl of Purity,,cloth_helmet,0.0,1.25,3996.0,1.0
T4_ARMOR_CLOTH_AVALON,Adept's Robe of Purity,,cloth_armor,0.0,0.66667,770.0,1.0
T5_ARMOR_CLOTH_AVALON,Expert's Robe of Purity,,cloth_armor,0.0,1.0,1424.0,1.0
T6_ARMOR_CLOTH_AVALON,Master's Robe of Purity,,cloth_armor,0.0,1.33333,2560.0,1.0
T7_ARMOR_CLOTH_AVALON,Grandmaster's Robe of Purity,,cloth_armor,0.0,1.66667,4538.0,1.0
T8_ARMOR_CLOTH_AVALON,Elder's Robe of Purity,,cloth_armor,0.0,2.5,7992.0,1.0
T4_SHOES_CLOTH_AVALON,Adept's Sandals of Purity,,cloth_shoes,0.0,0.33333,385.0,1.0
T5_SHOES_CLOTH_AVALON,Expert's Sandals of Purity,,cloth_shoes,0.0,0.5,712.0,1.0
T6_SHOES_CLOTH_AVALON,Master's Sandals of Purity,,cloth_shoes,0.0,0.66667,1280.0,1.0
T7_SHOES_CLOTH_AVALON,Grandmaster's Sandals of Purity,,cloth_shoes,0.0,0.83333,2269.0,1.0
T8_SHOES_CLOTH_AVALON,Elder's Sandals of Purity,,cloth_shoes,0.0,1.25,3996.0,1.0
T2_LABOURER_CONTRACT_WOOD,Novice Lumberjack Contract,,,,,,
T3_LABOURER_CONTRACT_WOOD,Journeyman Lumberjack Contract,,,,,,
T4_LABOURER_CONTRACT_WOOD,Adept Lumberjack Contract,,,,,,
T5_LABOURER_CONTRACT_WOOD,Expert Lumberjack Contract,,,,,,
T6_LABOURER_CONTRACT_WOOD,Master Lumberjack Contract,,,,,,
T7_LABOURER_CONTRACT_WOOD,Grandmaster Lumberjack Contract,,,,,,
T8_LABOURER_CONTRACT_WOOD,Elder Lumberjack Contract,,,,,,
T2_LABOURER_CONTRACT_STONE,Novice Stonecutter Contract,,,,,,
T3_LABOURER_CONTRACT_STONE,Journeyman Stonecutter Contract,,,,,,
T4_LABOURER_CONTRACT_STONE,Adept Stonecutter Contract,,,,,,
T5_LABOURER_CONTRACT_STONE,Expert Stonecutter Contract,,,,,,
T6_LABOURER_CONTRACT_STONE,Master Stonecutter Contract,,,,,,
T7_LABOURER_CONTRACT_STONE,Grandmaster Stonecutter Contract,,,,,,
T8_LABOURER_CONTRACT_STONE,Elder Stonecutter Contract,,,,,,
T2_LABOURER_CONTRACT_FIBER,Novice Cropper Contract,,,,,,
T3_LABOURER_CONTRACT_FIBER,Journeyman Cropper Contract,,,,,,
T4_LABOURER_CONTRACT_FIBER,Adept Cropper Contract,,,,,,
T5_LABOURER_CONTRACT_FIBER,Expert Cropper Contract,,,,,,
T6_LABOURER_CONTRACT_FIBER,Master Cropper Contract,,,,,,
T7_LABOURER_CONTRACT_FIBER,Grandmaster Cropper Contract,,,,,,
T8_LABOURER_CONTRACT_FIBER,Elder Cropper Contract,,,,,,
T2_LABOURER_CONTRACT_HIDE,Novice Gamekeeper Contract,,,,,,
T3_LABOURER_CONTRACT_HIDE,Journeyman Gamekeeper Contract,,,,,,
T4_LABOURER_CONTRACT_HIDE,Adept Gamekeeper Contract,,,,,,
T5_LABOURER_CONTRACT_HIDE,Expert Gamekeeper Contract,,,,,,
T6_LABOURER_CONTRACT_HIDE,Master Gamekeeper Contract,,,,,,
T7_LABOURER_CONTRACT_HIDE,Grandmaster Gamekeeper Contract,,,,,,
T8_LABOURER_CONTRACT_HIDE,Elder Gamekeeper Contract,,,,,,
T2_LABOURER_CONTRACT_ORE,Novice Prospector Contract,,,,,,
T3_LABOURER_CONTRACT_ORE,Journeyman Prospector Contract,,,,,,
T4_LABOURER_CONTRACT_ORE,Adept Prospector Contract,,,,,,
T5_LABOURER_CONTRACT_ORE,Expert Prospector Contract,,,,,,
T6_LABOURER_CONTRACT_ORE,Master Prospector Contract,,,,,,
T7_LABOURER_CONTRACT_ORE,Grandmaster Prospector Contract,,,,,,
T8_LABOURER_CONTRACT_ORE,Elder Prospector Contract,,,,,,
T2_LABOURER_CONTRACT_MERCENARY,Novice Mercenary Contract,,,,,,
T3_LABOURER_CONTRACT_MERCENARY,Journeyman Mercenary Contract,,,,,,
T4_LABOURER_CONTRACT_MERCENARY,Adept Mercenary Contract,,,,,,
T5_LABOURER_CONTRACT_MERCENARY,Expert Mercenary Contract,,,,,,
T6_LABOURER_CONTRACT_MERCENARY,Master Mercenary Contract,,,,,,
T7_LABOURER_CONTRACT_MERCENARY,Grandmaster Mercenary Contract,,,,,,
T8_LABOURER_CONTRACT_MERCENARY,Elder Mercenary Contract,,,,,,
T2_LABOURER_CONTRACT_FISHERMAN,Novice Fisherman Contract,,,,,,
T3_LABOURER_CONTRACT_FISHERMAN,Journeyman Fisherman Contract,,,,,,
T4_LABOURER_CONTRACT_FISHERMAN,Adept Fisherman Contract,,,,,,
T5_LABOURER_CONTRACT_FISHERMAN,Expert Fisherman Contract,,,,,,
T6_LABOURER_CONTRACT_FISHERMAN,Master Fisherman Contract,,,,,,
T7_LABOURER_CONTRACT_FISHERMAN,Grandmaster Fisherman Contract,,,,,,
T8_LABOURER_CONTRACT_FISHERMAN,Elder Fisherman Contract,,,,,,
T2_LABOURER_CONTRACT_HUNTER,Novice Fletcher Contract,,,,,,
T3_LABOURER_CONTRACT_HUNTER,Journeyman Fletcher Contract,,,,,,
T4_LABOURER_CONTRACT_HUNTER,Adept Fletcher Contract,,,,,,
T5_LABOURER_CONTRACT_HUNTER,Expert Fletcher Contract,,,,,,
T6_LABOURER_CONTRACT_HUNTER,Master Fletcher Contract,,,,,,
T7_LABOURER_CONTRACT_HUNTER,Grandmaster Fletcher Contract,,,,,,
T8_LABOURER_CONTRACT_HUNTER,Elder Fletcher Contract,,,,,,
T2_LABOURER_CONTRACT_MAGE,Novice Imbuer Contract,,,,,,
T3_LABOURER_CONTRACT_MAGE,Journeyman Imbuer Contract,,,,,,
T4_LABOURER_CONTRACT_MAGE,Adept Imbuer Contract,,,,,,
T5_LABOURER_CONTRACT_MAGE,Expert Imbuer Contract,,,,,,
T6_LABOURER_CONTRACT_MAGE,Master Imbuer Contract,,,,,,
T7_LABOURER_CONTRACT_MAGE,Grandmaster Imbuer Contract,,,,,,
T8_LABOURER_CONTRACT_MAGE,Elder Imbuer Contract,,,,,,
T2_LABOURER_CONTRACT_WARRIOR,Novice Blacksmith Contract,,,,,,
T3_LABOURER_CONTRACT_WARRIOR,Journeyman Blacksmith Contract,,,,,,
T4_LABOURER_CONTRACT_WARRIOR,Adept Blacksmith Contract,,,,,,
T5_LABOURER_CONTRACT_WARRIOR,Expert Blacksmith Contract,,,,,,
T6_LABOURER_CONTRACT_WARRIOR,Master Blacksmith Contract,,,,,,
T7_LABOURER_CONTRACT_WARRIOR,Grandmaster Blacksmith Contract,,,,,,
T8_LABOURER_CONTRACT_WARRIOR,Elder Blacksmith Contract,,,,,,
T2_LABOURER_CONTRACT_TOOLMAKER,Novice Tinker Contract,,,,,,
T3_LABOURER_CONTRACT_TOOLMAKER,Journeyman Tinker Contract,,,,,,
T4_LABOURER_CONTRACT_TOOLMAKER,Adept Tinker Contract,,,,,,
T5_LABOURER_CONTRACT_TOOLMAKER,Expert Tinker Contract,,,,,,
T6_LABOURER_CONTRACT_TOOLMAKER,Master Tinker Contract,,,,,,
T7_LABOURER_CONTRACT_TOOLMAKER,Grandmaster Tinker Contract,,,,,,
T8_LABOURER_CONTRACT_TOOLMAKER,Elder Tinker Contract,,,,,,
T4_LOOTCHEST_CRYSTAL_LEAGUE,Adept's Crystal League Chest,,,,,,
T5_LOOTCHEST_CRYSTAL_LEAGUE,Expert's Crystal League Chest,,,,,,
T6_LOOTCHEST_CRYSTAL_LEAGUE,Master's Crystal League Chest,,,,,,
T7_LOOTCHEST_CRYSTAL_LEAGUE,Grandmaster's Crystal League Chest,,,,,,
T8_LOOTCHEST_CRYSTAL_LEAGUE,Elder's Crystal League Chest,,,,,,
UNIQUE_LOOTCHEST_ADC_MAY2019,Morgana Challenge Chest,,,,,,
UNIQUE_LOOTCHEST_ADC_JUN2019,Knight Challenge Chest,,,,,,
UNIQUE_LOOTCHEST_ADC_JUL2019,Undead Challenge Chest,,,,,,
UNIQUE_LOOTCHEST_ADC_AUG2019,Divine Challenge Chest,,,,,,
UNIQUE_LOOTCHEST_ADC_SEP2019,Heretic Challenge Chest,,,,,,
UNIQUE_LOOTCHEST_ADC_OCT2019,Harvest Challenge Chest,,,,,,
UNIQUE_AVATARRING_ADC_MAY2019,Avatar Ring: Morgana Challenge,,,,,,
UNIQUE_AVATARRING_ADC_JUN2019,Avatar Ring: Knight Challenge,,,,,,
UNIQUE_AVATARRING_ADC_JUL2019,Avatar Ring: Undead Challenge,,,,,,
UNIQUE_AVATARRING_ADC_AUG2019,Avatar Ring: Divine Challenge,,,,,,
UNIQUE_AVATARRING_ADC_SEP2019,Avatar Ring: Heretic Challenge,,,,,,
UNIQUE_AVATARRING_ADC_OCT2019,Avatar Ring: Harvest Challenge,,,,,,
UNIQUE_AVATARRING_CHARITY_MARCH2020,Avatar Ring: Staff of Hermes,,,,,,
UNIQUE_AVATARRING_ADC_TOKENLOCKED_01,Avatar Ring: Adventurer,,,,,,
UNIQUE_AVATARRING_ADC_TOKENLOCKED_NATURE,Avatar Ring: Nature Spirit,,,,,,
UNIQUE_AVATARRING_ADC_TOKENLOCKED_FIRE,Avatar Ring: Inferno,,,,,,
UNIQUE_AVATARRING_ADC_TOKENLOCKED_ARCANE,Avatar Ring: Enigma,,,,,,
UNIQUE_AVATARRING_ADC_TOKENLOCKED_SWORDS,Avatar Ring: Crossed Blades,,,,,,
UNIQUE_AVATAR_ADC_TOKENLOCKED_01,Avatar: Adventurer,,,,,,
UNIQUE_AVATARRING_GVGSEASONREWARD_AVALON_INVASION,Avatar Ring: Avalonian Invasion,,,,,,
